Size..bp.,TK150013_Y2006_L,TK150013_Y2006_M,TK150014_Y2006_L,TK150014_Y2006_M,TK150019_Y2006_L,TK150019_Y2006_M,TK150027_Y2006_L,TK150027_Y2006_M,TK150036_Y2006_L,TK150036_Y2006_M,TK150038_Y2006_L,TK150038_Y2006_M,TK150043_Y2006_L,TK150043_Y2006_M,TK150119_Y2006_L,TK150119_Y2006_M,TK150122_Y2006_L,TK150122_Y2006_M,TK150129_Y2006_L,TK150129_Y2006_M,TK150131_Y2006_L,TK150131_Y2006_M,TK150133_Y2006_L,TK150133_Y2006_M,TK150135_Y2006_L,TK150135_Y2006_M,TK150138_Y2006_L,TK150138_Y2006_M,TK150139_Y2006_L,TK150139_Y2006_M,TK150140_Y2006_L,TK150140_Y2006_M,TK150145_Y2006_L,TK150145_Y2006_M,TK150148_Y2006_L,TK150148_Y2006_M,TK150150_Y2006_L,TK150150_Y2006_M,TK150159_Y2006_L,TK150159_Y2006_M,TK150168_Y2006_L,TK150168_Y2006_M,TK150172_Y2006_L,TK150172_Y2006_M,TK150183_Y2006_L,TK150183_Y2006_M,TK150184_Y2006_L,TK150184_Y2006_M,TK150233_Y2006_L,TK150233_Y2006_M,TK188255_Y2016_L,TK188255_Y2016_M,TK188274_Y2016_L,TK188274_Y2016_M,TK188278_Y2016_L,TK188278_Y2016_M,TK188288_Y2016_L,TK188288_Y2016_M,TK188297_Y2016_L,TK188297_Y2016_M,TK197090_Y2016_L,TK197090_Y2016_M,TK197100_Y2016_L,TK197100_Y2016_M,TK197103_Y2016_L,TK197103_Y2016_M,TK197123_Y2016_L,TK197123_Y2016_M,TK197127_Y2016_L,TK197127_Y2016_M,TK197134_Y2016_L,TK197134_Y2016_M,TK197158_Y2016_L,TK197158_Y2016_M,TK197258_Y2016_L,TK197258_Y2016_M,TK197301_Y2016_L,TK197301_Y2016_M,TK197307_Y2016_L,TK197307_Y2016_M,TK197322_Y2016_L,TK197322_Y2016_M,TK197331_Y2016_L,TK197331_Y2016_M,TK197345_Y2016_L,TK197345_Y2016_M,TK197372_Y2016_L,TK197372_Y2016_M,TK197378_Y2016_L,TK197378_Y2016_M,TK197386_Y2016_L,TK197386_Y2016_M,TK197586_Y2016_L,TK197586_Y2016_M,TK197677_Y2016_L,TK197677_Y2016_M,TK197735_Y2016_L,TK197735_Y2016_M,TK197746_Y2016_L,TK197746_Y2016_M,TK28958_Y1986_L,TK28958_Y1986_M,TK28994_Y1986_L,TK28994_Y1986_M,TK28996_Y1986_L,TK28996_Y1986_M,TK28997_Y1986_L,TK28997_Y1986_M,TK28998_Y1986_L,TK28998_Y1986_M,TK30014_Y1986_L,TK30014_Y1986_M,TK30560_Y1986_L,TK30560_Y1986_M,TK47554_Y1996_L,TK47554_Y1996_M,TK47560_Y1996_L,TK47560_Y1996_M,TK49607_Y1996_L,TK49607_Y1996_M,TK51534_Y1996_L,TK51534_Y1996_M,TK51578_Y1996_L,TK51578_Y1996_M,TK51585_Y1996_L,TK51585_Y1996_M,TK51605_Y1996_L,TK51605_Y1996_M,TK51652_Y1996_L,TK51652_Y1996_M,TK51673_Y1996_L,TK51673_Y1996_M,TK51681_Y1996_L,TK51681_Y1996_M,TK51690_Y1996_L,TK51690_Y1996_M,TK51698_Y1996_L,TK51698_Y1996_M,TK51704_Y1996_L,TK51704_Y1996_M,TK51718_Y1996_L,TK51718_Y1996_M,TK51720_Y1996_L,TK51720_Y1996_M,TK51733_Y1996_L,TK51733_Y1996_M,TK51734_Y1996_L,TK51734_Y1996_M,TK52061_Y1996_L,TK52061_Y1996_M,TK52135_Y1996_L,TK52135_Y1996_M,TK52154_Y1996_L,TK52154_Y1996_M,TK52164_Y1996_L,TK52164_Y1996_M,TK52167_Y1996_L,TK52167_Y1996_M,TK52171_Y1996_L,TK52171_Y1996_M,TK52480_Y1996_L,TK52480_Y1996_M,TK57938_Y1996_L,TK57938_Y1996_M
9400,1200,1500,3700,300,2200,400,1600,16100,1900,1600,3900,1600,400,4500,700,1700,300,5600,200,500,500,1300,1500,900,400,200,600,1100,300,500,500,500,300,600,300,1100,300,300,100,200,300,100,900,500,400,500,500,3300,400,300,300,200,2600,1200,200,500,800,900,300,400,400,400,400,200,200,600,500,500,400,200,200,200,100,400,100,200,1100,400,2000,300,9700,300,900,500,300,200,700,300,100,500,1100,100,900,500,300,200,300,200,500,400,800,1100,200,600,300,2700,600,300,600,1500,1100,200,2400,900,600,300,3000,4000,2000,800,500,300,1200,700,1500,900,100,700,200,400,0,35200,1500,100,700,400,400,300,600,550,2250,1000,6500,200,1100,13000,700,700,700,2500,100,800,650,3800,2200,500,900,500,800,300,500,1600,100,200
9500,1200,1500,3800,300,2200,400,1600,15650,1900,1500,3900,1600,400,4650,700,1800,300,5850,200,500,500,1300,1500,900,400,200,600,1200,300,500,500,500,300,600,300,1100,300,300,200,200,300,100,900,500,400,500,500,3400,400,300,300,200,2700,1200,200,500,800,900,300,400,400,400,400,200,200,600,500,500,400,200,200,200,100,400,200,200,1100,400,2000,300,9500,300,900,500,400,200,700,300,100,500,1100,100,900,500,300,200,300,200,500,400,800,1000,200,600,300,2700,600,300,600,1500,1100,200,2400,900,600,300,3000,4100,2000,800,500,300,1250,700,1500,900,100,700,200,400,0,34550,1500,100,700,400,500,300,600,600,2300,1000,6550,200,1100,13150,700,700,700,2500,100,800,700,3900,2200,500,900,500,900,300,500,1600,100,200
9600,1200,1600,3800,300,2200,400,1600,15300,1900,1500,3900,1600,400,4700,700,1800,300,6100,200,500,500,1300,1500,900,400,200,600,1200,300,500,500,500,300,600,300,1100,300,300,200,200,300,100,900,500,400,500,500,3450,400,300,300,200,2700,1200,200,500,800,900,300,450,400,400,400,200,200,600,500,500,400,200,200,200,100,400,150,200,1100,500,2000,300,9200,300,900,500,400,200,700,400,100,500,1100,100,900,500,350,200,300,200,500,400,700,1000,200,600,300,2800,600,300,500,1500,1150,200,2350,1000,600,300,3100,4250,2000,800,500,300,1300,750,1500,900,50,700,200,400,0,33600,1500,100,700,400,500,300,600,600,2300,1000,6600,250,1100,13300,700,700,700,2600,100,800,700,3900,2200,600,900,500,900,300,500,1600,100,200
9700,1300,1600,3800,300,2300,400,1600,15000,1900,1500,4000,1600,400,4800,700,1800,300,6200,200,500,500,1300,1500,850,400,200,600,1200,300,500,500,500,300,600,400,1100,300,300,200,200,300,100,900,500,400,500,500,3600,400,300,300,200,2700,1200,200,500,800,900,300,500,400,400,400,200,200,600,500,500,400,200,200,200,100,400,100,200,1100,500,2000,300,8800,300,900,500,400,200,700,400,100,500,1100,100,900,600,400,200,300,200,500,400,700,1000,200,600,300,2800,600,300,500,1500,1200,200,2300,1000,600,300,3100,4500,1900,800,500,300,1300,800,1500,900,0,700,200,400,0,32700,1500,100,800,400,500,300,600,600,2300,1000,6700,300,1100,13400,700,700,700,2600,100,800,700,3900,2200,600,900,500,900,300,500,1600,100,200
9800,1300,1600,3800,300,2300,400,1600,14650,1900,1500,4000,1600,400,4900,700,1850,300,6350,200,500,500,1300,1500,800,400,200,600,1200,300,500,500,500,300,600,400,1100,300,300,200,200,300,100,900,500,400,500,500,3600,400,300,300,200,2700,1200,200,500,800,900,300,500,400,400,400,200,200,600,500,500,400,200,200,200,100,400,100,200,1100,500,2100,300,8600,300,900,500,400,200,700,400,100,500,1100,100,900,600,400,200,300,200,500,400,700,1000,200,600,300,2800,600,300,500,1500,1200,200,2300,1000,600,300,3200,4600,1900,800,600,300,1300,800,1500,900,0,750,200,400,0,31150,1500,100,800,400,500,300,600,600,2300,1000,6750,300,1100,13500,700,700,700,2650,100,800,700,3900,2200,600,900,600,900,300,500,1600,100,200
9900,1300,1600,3900,300,2300,500,1600,14300,1900,1500,4000,1600,400,5000,700,1900,300,6400,200,600,500,1300,1500,800,400,200,600,1200,300,500,500,500,300,600,300,1100,300,300,200,200,300,100,900,500,400,450,500,3700,400,300,300,200,2700,1200,200,500,800,900,300,500,400,400,400,200,200,600,550,500,400,200,200,200,100,400,100,200,1100,500,2100,300,8200,300,900,500,400,200,700,400,100,500,1100,100,900,600,400,200,300,200,500,400,700,1000,200,700,300,2800,600,300,500,1500,1200,200,2250,1000,600,300,3250,4850,1900,800,600,300,1300,800,1500,950,50,800,200,400,0,30100,1500,100,800,400,500,300,600,600,2350,1000,6800,300,1100,13500,700,700,700,2700,100,800,700,3900,2200,600,900,600,900,300,500,1600,100,250
10000,1300,1650,3900,300,2300,500,1600,13900,1900,1500,4000,1700,400,5150,700,1900,300,6550,200,600,500,1400,1500,800,400,200,600,1200,300,500,500,500,300,700,300,1100,300,300,200,200,400,100,900,600,400,400,500,3750,400,300,300,200,2800,1200,200,500,800,950,300,500,400,400,400,200,200,600,600,500,400,200,200,200,100,400,100,200,1100,500,2100,300,7800,300,900,500,400,200,700,500,100,500,1150,100,900,600,350,200,300,200,500,500,700,1000,200,700,300,2900,500,300,500,1500,1200,200,2200,1000,600,300,3300,5100,1900,900,600,300,1300,850,1500,1000,100,800,200,500,0,29400,1500,100,800,400,500,400,600,600,2400,1000,6900,300,1100,13500,700,800,700,2800,0,800,700,3950,2150,600,1000,600,900,300,500,1600,100,300
10100,1300,1700,3900,300,2300,500,1600,13500,1900,1500,4100,1700,400,5200,700,1900,300,6600,200,600,500,1400,1500,800,400,200,700,1200,300,500,500,500,300,700,400,1100,300,300,200,200,400,100,900,600,400,400,500,3800,400,300,300,200,2800,1200,200,500,800,1000,300,500,400,400,400,200,200,600,600,500,400,200,200,200,100,400,100,200,1100,500,2100,300,7500,300,900,500,400,200,700,500,100,500,1200,100,900,600,300,200,300,200,500,500,700,1000,200,700,300,2900,500,300,500,1500,1300,200,2200,1100,600,300,3400,5300,1900,900,600,400,1300,900,1500,1000,100,800,200,500,0,29000,1500,100,800,400,500,400,600,600,2400,1100,7000,300,1100,13500,700,800,700,2800,0,800,700,4000,2100,600,1000,600,900,400,500,1700,100,300
10200,1300,1700,3900,300,2300,500,1600,13200,1900,1500,4100,1700,400,5300,700,1900,300,6600,200,600,500,1400,1500,800,400,200,700,1200,300,500,500,500,300,700,400,1100,300,300,200,200,400,100,900,600,400,400,500,3900,400,300,300,200,2800,1200,200,500,800,1000,300,500,400,400,400,200,200,600,600,500,400,200,200,200,100,400,100,200,1100,500,2200,300,7400,300,900,500,400,300,700,500,100,500,1200,100,900,600,400,200,300,200,500,500,600,1000,200,700,300,2900,500,300,500,1500,1300,200,2200,1100,600,300,3400,5500,1900,900,600,400,1300,900,1500,1000,100,800,200,500,0,28700,1500,100,800,400,500,400,600,600,2400,1100,7000,300,1100,13400,700,800,700,2900,0,800,700,4000,2100,600,1000,600,900,400,500,1700,100,300
10300,1300,1700,3900,300,2300,500,1600,13200,1900,1500,4100,1700,400,5300,700,1900,300,6600,200,600,500,1400,1500,800,400,200,700,1300,300,500,500,500,300,700,400,1100,300,300,200,200,400,100,900,600,400,400,500,3900,400,300,300,200,2800,1200,200,500,800,1000,300,500,400,400,400,200,200,700,600,500,400,200,200,200,100,400,100,200,1100,500,2200,300,7200,300,900,500,400,300,700,500,100,500,1200,100,900,600,400,200,300,300,500,500,600,1000,200,700,300,2900,500,300,500,1500,1300,200,2100,1100,600,300,3400,5600,1900,900,600,400,1400,900,1500,1000,100,800,200,500,0,28700,1600,100,800,400,500,400,600,600,2400,1100,7000,300,1100,13400,700,800,700,2900,0,800,700,4000,2100,600,1000,600,900,400,500,1700,100,300
10400,1300,1700,3900,300,2400,500,1600,13000,1900,1500,4100,1700,400,5400,700,1900,300,6600,200,600,500,1400,1500,800,400,200,700,1300,300,600,500,500,300,700,400,1100,300,300,200,300,400,100,900,600,400,400,500,4000,400,300,300,200,2800,1200,200,500,800,1000,300,500,400,400,400,200,200,700,600,500,400,200,200,200,100,400,100,200,1100,500,2200,300,7000,300,900,500,400,300,700,500,100,500,1200,100,900,600,400,200,300,300,500,500,600,1000,200,700,300,2900,500,300,500,1500,1300,200,2100,1100,600,300,3400,5800,1900,900,600,400,1400,900,1500,1000,0,800,200,500,0,28400,1600,100,800,400,500,400,600,600,2400,1100,7000,300,1100,13400,700,800,700,3000,0,800,700,4000,2200,600,1000,600,900,400,500,1700,100,300
10500,1300,1700,3900,300,2400,500,1600,12700,1800,1500,4100,1700,400,5400,700,2000,300,6600,200,600,500,1400,1500,800,400,200,700,1300,300,600,500,500,300,700,400,1100,300,300,200,300,400,100,900,600,400,400,500,4000,400,300,300,200,2800,1200,200,500,800,1000,300,500,400,400,400,200,200,700,600,500,400,200,200,200,100,400,100,200,1100,500,2200,300,7000,300,900,500,400,300,700,500,100,500,1200,100,900,600,400,200,300,300,500,500,600,1000,200,700,300,2900,500,300,500,1500,1300,200,2100,1100,600,300,3500,5900,1900,900,600,400,1400,1000,1500,1000,100,800,200,500,0,28000,1600,100,900,400,500,400,600,700,2500,1100,7000,300,1100,13300,700,800,700,3000,0,800,700,4000,2200,600,1000,600,900,400,500,1700,100,300
10600,1300,1700,3900,300,2400,500,1500,12500,1800,1500,4100,1700,400,5500,700,2000,300,6600,200,600,500,1400,1500,800,500,200,700,1300,300,600,500,500,300,700,400,1100,300,300,200,300,400,100,900,600,400,400,500,4000,400,300,300,200,2800,1200,200,500,800,1000,300,500,400,400,400,200,200,700,600,500,400,200,200,200,100,400,100,200,1200,500,2200,300,6800,300,900,500,400,300,700,500,100,500,1200,100,900,600,400,200,300,300,500,500,600,1000,200,700,300,3000,500,300,500,1500,1300,200,2100,1100,600,300,3500,6100,1900,900,600,400,1400,1000,1500,1000,100,800,200,500,0,27400,1600,100,900,400,500,400,600,700,2500,1100,7000,300,1200,13300,700,800,700,3000,0,800,700,4000,2200,600,1000,600,900,400,500,1700,100,300
10700,1300,1700,3900,300,2400,500,1500,12200,1800,1500,4100,1700,400,5600,700,2000,300,6500,200,600,500,1400,1600,800,500,200,700,1300,300,600,500,500,300,700,400,1100,300,300,200,300,400,100,900,600,400,400,500,4100,400,300,200,200,2800,1200,200,500,800,1000,300,500,400,400,400,200,200,700,600,500,400,200,200,200,100,400,100,200,1200,500,2200,300,6600,300,900,500,400,300,700,500,100,500,1200,100,900,600,400,200,300,300,500,500,600,1000,200,700,200,3000,500,300,500,1500,1300,200,2100,1100,600,300,3500,6200,1900,900,600,400,1400,1000,1500,1000,100,800,200,500,0,26800,1600,100,900,400,500,400,600,700,2500,1100,7000,300,1200,13200,700,800,700,3100,0,800,700,4000,2200,600,1000,600,1000,400,500,1700,100,300
10800,1400,1700,3900,300,2400,500,1500,11900,1800,1500,4100,1700,400,5700,700,2000,300,6500,200,600,500,1400,1600,800,500,200,700,1300,300,600,500,500,300,700,400,1100,300,300,200,300,400,100,900,600,400,400,500,4100,400,300,200,200,2800,1200,200,500,800,1000,300,500,400,400,400,200,200,700,600,500,400,200,200,200,100,400,100,200,1200,500,2300,300,6400,300,900,500,400,300,700,500,100,600,1200,100,900,600,400,200,300,300,500,500,600,1000,200,700,200,3000,500,300,500,1500,1400,200,2100,1100,600,300,3500,6200,1900,900,600,400,1400,1000,1500,1000,100,800,300,500,0,26000,1600,100,900,400,500,400,600,700,2500,1100,7000,300,1200,13100,700,800,700,3200,0,800,700,4000,2200,700,1000,600,1000,400,600,1700,100,300
10900,1400,1700,3900,300,2400,500,1500,11900,1800,1500,4100,1700,400,5700,700,2000,300,6400,200,600,500,1400,1600,800,500,200,700,1300,300,600,500,500,300,700,400,1100,300,300,200,300,400,200,900,600,400,400,500,4100,400,300,200,200,2900,1200,200,500,800,1000,300,500,400,400,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2300,300,6300,300,900,600,400,300,700,500,100,600,1200,100,900,700,400,200,300,300,500,500,600,1000,200,700,200,3000,500,300,500,1500,1400,200,2100,1200,600,300,3600,6400,1900,900,600,400,1400,1000,1600,1100,100,900,300,500,0,26000,1600,100,900,400,500,400,600,700,2500,1100,7000,300,1200,13100,700,800,700,3200,0,900,700,4000,2200,700,1000,600,1000,400,600,1700,100,300
11000,1400,1700,3900,300,2400,500,1500,11700,1800,1500,4100,1700,400,5800,700,2000,300,6300,200,600,500,1400,1600,800,500,200,700,1300,300,600,500,500,300,700,400,1100,300,300,200,300,400,200,900,600,400,400,500,4100,400,300,200,200,2900,1200,200,500,800,1000,300,500,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2300,300,6100,300,900,600,400,300,700,500,100,600,1200,100,900,700,400,200,300,300,500,500,600,1000,100,700,200,3000,500,300,500,1500,1400,200,2000,1200,600,300,3600,6500,1900,900,600,400,1400,1000,1600,1100,100,900,300,600,0,25400,1600,100,900,400,500,400,600,700,2500,1100,7100,300,1200,13000,700,800,700,3200,0,900,700,4100,2200,700,1000,600,1000,400,600,1700,100,300
11100,1400,1800,3900,300,2400,500,1500,11500,1800,1500,4100,1800,400,5900,700,2000,300,6300,200,600,500,1400,1600,800,500,200,700,1300,300,600,500,600,300,700,400,1200,300,300,200,300,400,200,900,600,400,400,500,4200,400,300,200,200,2900,1200,200,500,800,1000,300,500,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2300,300,5900,300,900,600,400,300,700,500,100,600,1200,100,900,700,400,200,300,300,500,500,600,1000,100,700,200,3000,500,300,500,1500,1400,200,2000,1200,600,300,3700,6700,1900,1000,700,400,1400,1000,1600,1100,100,900,300,600,0,25000,1600,100,900,400,500,400,600,700,2500,1200,7100,300,1200,12900,700,800,700,3300,0,900,700,4100,2200,700,1000,600,1000,400,600,1700,100,300
11200,1400,1800,4000,300,2400,500,1500,11200,1800,1500,4100,1800,400,6000,700,2100,300,6300,200,600,600,1400,1600,800,500,200,700,1300,300,600,500,600,300,700,400,1200,300,300,200,300,400,200,900,600,400,400,500,4200,400,300,200,200,2900,1200,200,500,800,1000,300,500,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2300,300,5800,300,900,600,400,300,700,500,100,600,1200,100,900,700,400,200,300,300,500,500,600,1000,100,700,200,3000,500,300,500,1500,1400,200,2000,1200,600,300,3700,6800,1800,1000,700,400,1400,1100,1600,1100,100,900,300,600,0,24800,1600,100,900,400,500,400,600,700,2500,1200,7100,300,1200,12800,700,800,700,3300,0,900,800,4100,2100,700,1000,600,1000,400,600,1700,100,300
11300,1400,1800,4000,300,2400,500,1500,11000,1800,1500,4100,1800,400,6100,800,2100,300,6200,200,600,600,1400,1600,800,500,200,700,1300,300,600,500,600,300,700,400,1200,300,300,200,300,400,200,900,600,400,400,500,4300,400,300,200,200,2900,1200,200,500,800,1100,300,600,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2400,300,5600,300,900,600,400,300,700,400,100,600,1200,100,900,700,400,200,300,300,500,500,500,1000,100,800,200,3000,500,300,500,1500,1400,100,2000,1200,600,400,3700,7000,1800,1000,700,400,1500,1100,1600,1100,100,900,300,600,0,24600,1600,100,1000,400,500,400,600,700,2600,1200,7000,300,1200,12600,700,900,600,3400,0,900,800,4100,2100,700,1000,600,1000,400,600,1700,100,300
11400,1400,1800,4000,300,2400,500,1500,10700,1800,1500,4100,1800,400,6200,800,2100,300,6100,200,600,600,1500,1600,800,500,200,700,1300,300,600,500,600,300,700,400,1200,300,300,200,300,400,200,900,600,400,400,500,4300,400,300,200,200,2900,1200,200,500,800,1100,300,600,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2400,300,5500,300,900,600,400,300,700,400,100,600,1200,100,900,700,400,200,300,300,500,500,500,1000,200,800,200,3000,500,300,400,1500,1500,100,2000,1200,500,400,3800,7100,1800,1000,700,400,1500,1100,1600,1100,100,900,300,600,0,24300,1600,100,1000,400,500,400,600,700,2600,1200,7000,300,1200,12400,700,900,600,3500,0,900,800,4100,2100,700,1000,600,1000,400,600,1700,100,300
11500,1400,1900,4000,300,2500,500,1500,10500,1800,1500,4100,1800,400,6200,800,2100,300,6000,200,700,600,1500,1600,800,500,200,700,1300,300,600,500,600,300,700,400,1200,300,300,200,300,400,200,900,600,400,400,500,4300,400,300,200,200,2900,1200,200,500,800,1100,300,600,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2400,300,5500,300,900,600,400,300,700,400,100,600,1200,100,900,700,400,200,300,300,500,500,500,1000,200,800,200,3000,500,300,400,1500,1500,100,2000,1200,500,400,3800,7300,1800,1000,700,400,1500,1100,1600,1100,0,900,300,600,0,23800,1600,100,1000,400,500,400,600,700,2600,1200,7000,300,1200,12300,700,900,600,3500,0,900,800,4100,2100,700,1000,600,1000,400,600,1700,100,300
11600,1400,1900,4000,300,2500,500,1500,10500,1800,1500,4100,1800,400,6200,800,2100,300,5900,200,700,600,1500,1600,800,500,200,700,1300,300,600,500,600,300,700,400,1200,300,300,200,300,400,200,900,600,400,400,500,4400,400,300,200,200,3000,1200,200,600,800,1100,300,600,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2400,300,5300,300,900,600,400,300,700,400,100,600,1200,100,900,700,400,300,300,300,500,500,500,1000,200,800,200,3100,500,300,400,1500,1500,100,1900,1300,500,400,3900,7400,1800,1000,700,400,1500,1100,1600,1100,0,900,300,600,0,23800,1600,100,1000,400,500,400,600,800,2600,1200,7000,300,1200,12300,800,900,600,3500,0,900,800,4100,2100,700,1000,600,1000,400,600,1700,100,300
11700,1400,1900,4000,300,2500,600,1500,10200,1800,1500,4100,1800,400,6300,800,2200,300,5800,200,700,600,1500,1600,800,500,200,700,1300,300,600,500,600,300,700,400,1200,300,300,200,300,400,200,900,600,400,400,500,4400,400,300,200,200,3000,1300,200,600,800,1100,300,600,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2400,300,5200,300,900,600,400,300,700,400,100,600,1200,100,900,700,400,300,300,300,500,500,500,1000,200,800,200,3100,500,300,400,1500,1500,100,1900,1300,500,400,3900,7500,1800,1000,700,400,1500,1200,1600,1100,0,900,300,600,0,23200,1600,100,1000,400,500,400,600,800,2600,1200,7000,300,1200,12100,800,900,600,3600,0,900,800,4200,2100,700,1000,700,1000,400,600,1700,100,300
11800,1400,1900,4000,300,2500,600,1500,10000,1800,1500,4100,1800,400,6400,800,2200,300,5800,200,700,600,1500,1600,800,500,200,700,1300,300,600,500,600,300,700,400,1200,300,300,200,300,400,200,900,600,400,400,500,4500,400,300,200,200,3000,1300,200,600,800,1100,300,600,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2500,300,5000,300,1000,600,400,300,700,400,100,600,1200,100,900,700,400,300,300,300,500,500,500,1000,100,800,200,3100,500,200,400,1500,1500,100,1900,1300,500,400,3900,7600,1800,1000,700,400,1500,1200,1600,1100,0,900,300,600,0,22700,1600,100,1000,400,500,400,700,800,2600,1200,7000,300,1200,12000,800,900,600,3600,0,900,800,4200,2100,700,1000,700,1000,500,600,1800,100,300
11900,1500,1900,4000,300,2500,600,1500,9800,1800,1500,4100,1800,400,6500,800,2200,300,5700,200,700,600,1500,1700,800,500,200,700,1400,300,600,500,600,300,700,400,1200,300,300,200,300,400,200,900,600,500,400,500,4500,400,300,200,200,3000,1300,200,600,800,1100,300,600,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2500,300,4900,300,1000,600,400,300,700,400,100,600,1200,100,900,700,400,300,300,300,500,500,500,1000,100,800,200,3100,500,200,400,1500,1600,100,1900,1300,500,400,4000,7700,1800,1000,700,400,1500,1200,1600,1200,0,900,300,600,0,22100,1600,100,1000,400,500,400,700,800,2600,1200,7000,300,1200,11800,800,900,600,3700,0,900,800,4200,2100,800,1000,700,1000,500,600,1800,100,300
12000,1500,1900,4000,300,2500,600,1500,9600,1800,1500,4000,1900,400,6500,800,2200,300,5600,200,700,600,1500,1700,800,500,300,700,1400,300,600,600,600,300,700,400,1200,300,300,200,300,400,200,900,600,500,400,500,4500,400,300,200,200,3000,1300,200,600,800,1100,300,600,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2500,400,4700,300,1000,600,400,300,700,400,100,600,1200,100,900,700,400,300,300,300,500,500,500,900,100,800,200,3100,500,200,400,1500,1600,100,1900,1400,500,400,4000,7800,1800,1000,700,400,1500,1200,1600,1200,0,900,300,700,0,21600,1600,100,1000,400,500,400,700,800,2600,1300,6900,300,1200,11600,700,900,600,3800,0,900,800,4200,2100,800,1000,700,1100,500,600,1800,100,300
12100,1500,1900,4000,400,2500,600,1500,9400,1800,1500,4000,1900,400,6600,800,2200,300,5500,200,700,600,1500,1700,800,500,300,700,1400,300,600,600,600,300,700,400,1200,300,300,200,300,400,200,900,600,500,400,500,4500,400,300,200,200,3000,1300,200,600,800,1100,300,600,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2500,400,4600,300,1000,600,400,300,700,400,100,600,1200,100,900,700,400,300,300,300,500,500,500,900,100,800,200,3100,500,200,400,1500,1600,100,1900,1400,500,400,4000,7900,1800,1000,700,400,1500,1200,1600,1200,100,900,300,700,0,21200,1600,100,1100,400,500,400,700,800,2600,1300,6900,300,1200,11500,700,900,600,3900,0,900,800,4200,2100,800,1000,700,1100,500,600,1800,100,300
12200,1500,1900,4000,400,2500,600,1500,9400,1800,1500,4000,1900,400,6600,800,2200,300,5400,200,700,600,1500,1700,800,500,300,700,1400,300,600,600,600,300,700,400,1200,300,300,200,300,400,200,900,600,500,400,500,4600,400,300,200,200,3000,1300,200,600,800,1100,300,600,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2500,400,4400,400,1000,600,400,300,700,400,100,600,1200,100,900,700,400,300,300,300,500,500,500,900,100,800,200,3100,500,200,400,1500,1600,100,1800,1400,500,400,4000,7900,1800,1000,700,400,1600,1300,1600,1200,100,1000,300,700,0,21200,1600,100,1100,400,500,400,700,800,2600,1300,6900,300,1200,11500,700,900,600,3900,0,900,800,4200,2100,800,1000,700,1100,500,600,1800,100,300
12300,1500,1900,4000,400,2500,600,1500,9100,1800,1500,4000,1900,400,6700,800,2200,300,5300,200,700,600,1500,1700,800,500,300,700,1400,300,600,600,600,300,700,400,1200,300,300,200,300,400,200,900,600,500,400,500,4600,400,300,200,200,3000,1300,100,600,800,1100,300,600,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2500,400,4300,400,1000,600,400,300,700,400,100,600,1200,100,900,700,400,300,300,300,600,500,400,900,100,800,200,3100,500,200,400,1500,1600,100,1800,1400,500,400,4100,8000,1800,1000,700,400,1600,1300,1600,1200,100,1000,300,700,0,20800,1600,100,1100,400,500,500,700,800,2600,1300,6800,400,1200,11300,700,900,600,4000,0,900,800,4200,2100,800,1000,700,1100,500,600,1800,100,300
12400,1500,2000,4000,400,2600,600,1500,8900,1800,1500,4000,1900,400,6800,800,2200,300,5100,200,700,600,1500,1700,800,600,300,700,1400,300,600,600,600,300,700,400,1200,300,300,200,300,400,200,900,600,500,400,500,4700,400,400,200,200,3000,1300,100,600,800,1100,300,600,400,500,400,200,200,700,600,500,400,200,200,200,100,400,200,200,1200,500,2600,400,4200,400,1000,600,400,300,700,400,100,600,1200,100,900,700,400,300,300,300,600,500,400,900,100,800,200,3100,500,200,400,1500,1600,100,1800,1400,500,400,4100,8100,1700,1000,700,400,1600,1300,1600,1200,100,1000,300,700,0,20300,1600,100,1100,400,500,500,700,800,2600,1300,6800,400,1200,11100,800,900,600,4100,0,900,800,4300,2100,800,1000,700,1100,500,600,1800,100,300
