Size..bp.,TK150013_Y2006_L,TK150013_Y2006_M,TK150014_Y2006_L,TK150014_Y2006_M,TK150019_Y2006_L,TK150019_Y2006_M,TK150027_Y2006_L,TK150027_Y2006_M,TK150036_Y2006_L,TK150036_Y2006_M,TK150038_Y2006_L,TK150038_Y2006_M,TK150043_Y2006_L,TK150043_Y2006_M,TK150119_Y2006_L,TK150119_Y2006_M,TK150122_Y2006_L,TK150122_Y2006_M,TK150129_Y2006_L,TK150129_Y2006_M,TK150131_Y2006_L,TK150131_Y2006_M,TK150133_Y2006_L,TK150133_Y2006_M,TK150135_Y2006_L,TK150135_Y2006_M,TK150138_Y2006_L,TK150138_Y2006_M,TK150139_Y2006_L,TK150139_Y2006_M,TK150140_Y2006_L,TK150140_Y2006_M,TK150145_Y2006_L,TK150145_Y2006_M,TK150148_Y2006_L,TK150148_Y2006_M,TK150150_Y2006_L,TK150150_Y2006_M,TK150159_Y2006_L,TK150159_Y2006_M,TK150168_Y2006_L,TK150168_Y2006_M,TK150172_Y2006_L,TK150172_Y2006_M,TK150183_Y2006_L,TK150183_Y2006_M,TK150184_Y2006_L,TK150184_Y2006_M,TK150233_Y2006_L,TK150233_Y2006_M,TK188255_Y2016_L,TK188255_Y2016_M,TK188274_Y2016_L,TK188274_Y2016_M,TK188278_Y2016_L,TK188278_Y2016_M,TK188288_Y2016_L,TK188288_Y2016_M,TK188297_Y2016_L,TK188297_Y2016_M,TK197090_Y2016_L,TK197090_Y2016_M,TK197100_Y2016_L,TK197100_Y2016_M,TK197103_Y2016_L,TK197103_Y2016_M,TK197123_Y2016_L,TK197123_Y2016_M,TK197127_Y2016_L,TK197127_Y2016_M,TK197134_Y2016_L,TK197134_Y2016_M,TK197158_Y2016_L,TK197158_Y2016_M,TK197258_Y2016_L,TK197258_Y2016_M,TK197301_Y2016_L,TK197301_Y2016_M,TK197307_Y2016_L,TK197307_Y2016_M,TK197322_Y2016_L,TK197322_Y2016_M,TK197331_Y2016_L,TK197331_Y2016_M,TK197345_Y2016_L,TK197345_Y2016_M,TK197372_Y2016_L,TK197372_Y2016_M,TK197378_Y2016_L,TK197378_Y2016_M,TK197386_Y2016_L,TK197386_Y2016_M,TK197586_Y2016_L,TK197586_Y2016_M,TK197677_Y2016_L,TK197677_Y2016_M,TK197735_Y2016_L,TK197735_Y2016_M,TK197746_Y2016_L,TK197746_Y2016_M,TK28958_Y1986_L,TK28958_Y1986_M,TK28994_Y1986_L,TK28994_Y1986_M,TK28996_Y1986_L,TK28996_Y1986_M,TK28997_Y1986_L,TK28997_Y1986_M,TK28998_Y1986_L,TK28998_Y1986_M,TK30014_Y1986_L,TK30014_Y1986_M,TK30560_Y1986_L,TK30560_Y1986_M,TK47554_Y1996_L,TK47554_Y1996_M,TK47560_Y1996_L,TK47560_Y1996_M,TK49607_Y1996_L,TK49607_Y1996_M,TK51534_Y1996_L,TK51534_Y1996_M,TK51578_Y1996_L,TK51578_Y1996_M,TK51585_Y1996_L,TK51585_Y1996_M,TK51605_Y1996_L,TK51605_Y1996_M,TK51652_Y1996_L,TK51652_Y1996_M,TK51673_Y1996_L,TK51673_Y1996_M,TK51681_Y1996_L,TK51681_Y1996_M,TK51690_Y1996_L,TK51690_Y1996_M,TK51698_Y1996_L,TK51698_Y1996_M,TK51704_Y1996_L,TK51704_Y1996_M,TK51718_Y1996_L,TK51718_Y1996_M,TK51720_Y1996_L,TK51720_Y1996_M,TK51733_Y1996_L,TK51733_Y1996_M,TK51734_Y1996_L,TK51734_Y1996_M,TK52061_Y1996_L,TK52061_Y1996_M,TK52135_Y1996_L,TK52135_Y1996_M,TK52154_Y1996_L,TK52154_Y1996_M,TK52164_Y1996_L,TK52164_Y1996_M,TK52167_Y1996_L,TK52167_Y1996_M,TK52171_Y1996_L,TK52171_Y1996_M,TK52480_Y1996_L,TK52480_Y1996_M,TK57938_Y1996_L,TK57938_Y1996_M
116800,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,400,0,100,0,100,0,100,0,100,0,100,100,0,0,600,0,0,0,0,0,100,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
116900,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,400,0,100,0,100,0,100,0,100,0,100,100,0,0,600,0,0,0,0,0,100,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
117000,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,400,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
117100,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
117200,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
117300,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
117400,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
117500,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
117600,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,100,0,100,0,100,0,100,0,100,100,0,0,300,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
117700,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,100,0,100,0,100,0,100,0,100,100,0,0,300,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
117800,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,100,0,100,0,100,0,100,0,100,100,0,0,300,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
117900,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,100,0,100,0,100,0,100,0,100,100,0,0,300,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
118000,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,100,0,100,0,100,0,100,0,100,100,0,0,300,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
118100,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,100,0,100,0,100,0,100,0,100,100,0,0,300,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100
118200,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
118300,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
118400,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
118500,0,100,0,0,0,0,0,100,100,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
118600,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
118700,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,100,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
118800,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,100,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
118900,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,100,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
119000,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,100,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
119100,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,100,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
119200,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,100,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
119300,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
119400,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
119500,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
119600,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
119700,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
119800,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
119900,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,400,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
120000,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,0,100,0,100,0,100,0,100,100,0,0,500,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
120100,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,100,0,100,0,100,0,100,0,100,100,0,0,500,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
120200,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,100,0,100,0,100,0,100,0,100,100,0,0,500,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
120300,0,100,100,0,0,0,0,200,0,0,0,100,0,200,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,100,0,100,0,100,0,100,0,100,100,0,0,500,0,0,0,0,0,0,0,200,100,100,100,100,0,100,0,100,0,200,0,0,0,100,0,100,0,0,0,0,0,100,0,100
